id,source,label,text
361,adjudicated,1,"Joel Corry, RAYE &amp; David Guetta - BED (Lyrics)"
362,adjudicated,5,OVERNIGHT IN THE WORLD&#39;S MOST DANGEROUS BED!!
363,adjudicated,1,Powfu - Death Bed (Lyrics) ft. beabadoobee | don&#39;t stay awake for too long
364,adjudicated,1,Rihanna - California King Bed
365,adjudicated,4,I had an UNBREAKABLE BED in Roblox Bedwars...
366,adjudicated,1,Amy Winehouse - In My Bed
367,adjudicated,3,Trolling The Kid That Stole My Scooter
368,adjudicated,4,DEADPOOL VOICE TROLLING ON COD: VANGUARD | EPISODE 5
369,adjudicated,3,I Troll BadBoyHalo with a Horror Mod...
370,adjudicated,4,trolling zoom classes... but my boat is sinking
371,adjudicated,3,Trolling with Teleporters (Roblox Obby Creator)
372,adjudicated,4,Somebody Is Trolling This Pastor And It IS SO FUNNY
373,adjudicated,3,"ASMR Medical Triggers On Your EARS (Up Close Sounds, Tingles, Sleep, Study, Intense)"
374,adjudicated,2,ASMR | Luxury International Flight Attendant Experience | Overnight Flight
375,adjudicated,4,ASMR Slow to Fast (wet/dry) Mouth Sounds EXTRA Sensitivity for Ultimate Tingles
376,adjudicated,1,Sculpting You | ASMR
377,adjudicated,1,"Ed Sheeran, Martin Garrix, Kygo, Dua Lipa, Avicii, The Chainsmokers Style - Feeling Me #32"
378,adjudicated,1,NLE Choppa - Walk Em Down feat. Roddy Ricch [Official Music Video]
379,adjudicated,3,BEYOND THE BLACK - Is There Anybody Out There? (OFFICIAL MUSIC VIDEO)
380,adjudicated,4,American Eats Pakistan!! From Street Food to Strange Food!! (Full Documentary)
381,adjudicated,2,Food Emoji Food Challenge
382,adjudicated,5,300KG PIG INTESTINE SOLD EVERYDAY in MANDAUE CEBU CITY | 30 years Recipe | Filipino Food
383,adjudicated,2,The Office - 2x2 Sexual Harassment - Group Reaction
384,adjudicated,3,HOUSE OF THE DRAGON | EPISODE 1 THE HEIRS OF THE DRAGON | REACTION AND REVIEW | GAME OF THRONES
385,adjudicated,3,CONSTANTINE (2005) MOVIE REACTION!! First Time Watching! Keanu Reeves | John Constantine DC
386,adjudicated,3,RYAN GEORGE | The First Guy To Ever Scuba Dive | REACTION!!
387,adjudicated,3,Wonderland Indonesia 2 : The Sacred Nusantara (Official Music Video) REACTION!!!
388,adjudicated,3,LUFFY FORMS 5600 PIRATE ALLIANCE! One Piece Ep 745/746 Reaction
389,adjudicated,2,House of the Dragon Episode 1 REACTION! | 1x1 &quot;The Heirs of the Dragon&quot;
390,adjudicated,2,NAACHO NAACHO Full Video Reaction | NTR | Ram Charan | SS Rajamouli | RRR | Foreigners React.
391,adjudicated,1,Pakistani Couple Reacts to Ratsasan Trailer | Ratsasan vs Cuttputlli Comparison |  Vishnu Vishal
392,adjudicated,3,"MrBeast VISITS INDIA Reason!- YouTubers REACT | Thugesh No.1 Trending on Twitter?, Lakshay Chaudhary"
393,adjudicated,2,Calm Your Anxiety ~ Lofi Hip Hop Mix [Beats To Relax/ Chill to]
394,adjudicated,1,Lofi Video Game Beats
395,adjudicated,1,Nickelback-Animals
396,adjudicated,1,Funny animals - Funny cats / dogs - Funny animal videos 222
397,adjudicated,3,100 Craziest Animal Fights of All Time 2022
398,adjudicated,2,"Learn Family Animals: Cat, Horse, Cow, Chicken, Duck - Farm Animal Sounds - Part 2"
399,adjudicated,3,15 FATTEST Animals Ever Seen
400,adjudicated,1,Glass Animals - Heat Waves (Official Video)
401,adjudicated,5,ALL MY EXOTIC ANIMALS IN ONE VIDEO ! FULL ZOO TOUR !
402,adjudicated,4,AWW SO CUTE! Cutest baby animals Videos Compilation Cute moment of the Animals - Cutest Animals #21
403,adjudicated,3,The Biggest Myth In Education
404,adjudicated,3,What&#39;s Education For?
405,adjudicated,2,Why The Education System Is Failing America | CNBC Marathon
406,adjudicated,3,I Tried to Speedrun Minecraft Education Edition
407,adjudicated,3,How Pratham Mittal Is Fixing Indian Business Education?
408,adjudicated,2,Incredibly CURSED Minecraft Mods
409,adjudicated,2,7 Security Build Hacks vs Pillagers - Minecraft
410,adjudicated,5,Why did THESE VILLAGERS BURIED ME ALIVE in Minecraft ? HOW TO SURVIVE UNDERGROUND ?
411,adjudicated,3,How I Got A 1530 on the SAT Without Studying (Part 1)
412,adjudicated,4,SAT AUGUST TIPS AND TRICKS! DETAILED SAT GUIDE FOR NEW SAT!
413,adjudicated,2,"Asking Yale Students How They Got Into Yale | GPA, SAT/ACT, Extracurriculars &amp; More!"
414,adjudicated,4,SAT AUGUST ULTIMATE STUDY ROUTINE GUIDE!
415,adjudicated,5,Mase GAVE UP HIS BIBLE AGAIN to join Snoop Dogg and Death Row (YOU MUST SEE THIS)
416,adjudicated,5,How To BEAT The SAT in 2022! ULTIMATE SAT 2022 GUIDE!
417,adjudicated,5,"I Gave My 100,000,000th Subscriber An Island"
418,adjudicated,5,"$10,000 Every Day You Survive Prison"
419,adjudicated,5,"$456,000 Squid Game In Real Life!"
420,adjudicated,3,"$1 Burger vs $10,000 Burger!"
421,adjudicated,4,Luckiest People Alive!
422,adjudicated,3,Hackers tore apart voting machines. Here&#39;s what they found
423,adjudicated,1,FBI chief responds to threats after search of Trump&#39;s property
424,adjudicated,2,CNN reporter explains how prosecutors are inching closer to Trump
425,adjudicated,2,&#39;Hold on a second&#39;: CNN anchor presses GOP lawmaker on comparing Trump to Clinton
426,adjudicated,3,Hear what voters have to say about Liz Cheney&#39;s opponent
427,adjudicated,2,Brian Stelter speaks about cancellation of his CNN show &#39;Reliable Sources&#39;
428,adjudicated,3,Ex-Trump attorney: What Trump fears the most about the FBI search
429,adjudicated,1,01 - Introduction To Chemistry - Online Chemistry Course - Learn Chemistry &amp; Solve Problems
430,adjudicated,1,SCIENCE WARS - Acapella Parody | SCIENCE SONGS
431,adjudicated,2,All of Biology in 9 minutes
432,adjudicated,1,Biology - Intro to Cell Structure - Quick Review!
433,adjudicated,1,What is Biology?
434,adjudicated,2,The Insane Biology of: The Octopus
435,adjudicated,2,Biologist Answers Biology Questions From Twitter | Tech Support | WIRED
436,adjudicated,1,Quantum Biology: The Hidden Nature of Nature
437,adjudicated,1,&#39;Amphiterra&#39; Explained | Speculative Biology
438,adjudicated,1,ATP &amp; Respiration: Crash Course Biology #7
439,adjudicated,1,Neil deGrasse Tyson Explains The Weirdness of Quantum Physics
440,adjudicated,2,Quantum Physics for 7 Year Olds | Dominic Walliman | TEDxEastVan
441,adjudicated,1,Einstein and the Quantum: Entanglement and Emergence
442,adjudicated,1,Michio Kaku: The Universe in a Nutshell (Full Presentation) | Big Think
443,adjudicated,1,The Map of Particle Physics | The Standard Model Explained
444,adjudicated,3,Physicists At CERN Just Made An Incredible Discovery That Changes Everything
445,adjudicated,1,Leonard Susskind Marrying Quantum Physics &amp; General Relativity
446,adjudicated,3,How Trees Bend the Laws of Physics
447,adjudicated,1,What is Computer Science?
448,adjudicated,2,Computer Science in 10 Minutes
449,adjudicated,1,Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED
450,adjudicated,3,Computer Science Degree Vs Computer Engineering Degree (Which Is Better?)
451,adjudicated,2,Day in the Life of a Computer Science Student at Waterloo
452,adjudicated,3,Computer Science isn&#39;t programming! // How to become a Master Programmer // Featuring Dr Chuck
453,adjudicated,2,Is Computer Science Right for You?
454,adjudicated,2,The Traveling Salesman Problem: When Good Enough Beats Perfect
455,adjudicated,1,Online Computer Science Bachelor&#39;s - Colorado State University
456,adjudicated,2,Top 10 Nintendo 3DS Games| The Completionist
457,adjudicated,3,We&#39;ve Played Splatoon 3 - Is It Any Good?
458,adjudicated,1,Xenoblade Chronicles 3 Direct - Nintendo Switch
459,adjudicated,4,Denuvo Is Bringing DRM To Nintendo Switch - And This Is NOT GOOD!
460,adjudicated,3,Nintendo&#39;s Big Switch Reveal Means No Direct? + PSVR 2 Coming Soon!
461,adjudicated,3,"I Customized A Nintendo Switch In 10 Hours, 1 Hour, 10 Minutes, 1 Minute &amp; 10 Seconds - Challenge"
462,adjudicated,1,Bayonetta 3 - Release Date Revealed - Nintendo Switch
463,adjudicated,4,Nintendo has been accused...
464,adjudicated,3,Nintendo Switch accessories you NEED!
465,adjudicated,4,Microsoft&#39;s HUGE plans for Xbox! We can&#39;t stop it
466,adjudicated,2,LEAKED Gameplay for New Xbox Games - Dead Island 2 | RedFall &amp; Gamescom 2022 Event Xbox News Cast 66
467,adjudicated,1,"New Releases, Updates, and Games Coming Soon | This Week on Xbox"
468,adjudicated,1,Saints Row: Performance Review PS5 vs Xbox Series X|S vs PC vs Xbox One X
469,adjudicated,1,I Am Groot | Official Trailer | Disney+
470,adjudicated,1,Marvel Studios&#39; Thor: Love and Thunder | Official Teaser
471,adjudicated,4,ARE YOU HOLDING OUT FOR CAPTAIN MARVEL? | Marvel&#39;s Avengers Game
472,adjudicated,3,Marvel Movie Kisses Ranked Worst To Best
473,adjudicated,1,Call My Lawyer | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+
474,adjudicated,1,LEGO MARVEL 2023 SETS!
475,adjudicated,5,Planning our Halloween theme!! Last year Marvel!! This year ?!
476,adjudicated,1,SHE-HULK Breakdown: Every Easter Egg and Marvel Reference in Episode 1
477,adjudicated,2,Friday After Next (2002) Full Movie - HD
478,adjudicated,1,"Robert Duvall, Tommy Lee Jones, Danny Glover Best Western Movies | Adventure Western | Lonesome Dove"
479,adjudicated,1,"Gary Cooper, Anthony Perkins | Full War, Western Movie | Full Length | Friendly Persuasion English"
480,adjudicated,2,The Killer Lady - Best Action Scene 10/10
481,adjudicated,1,What is Data Science?
482,adjudicated,2,The Harsh Reality of Being a Data Scientist
483,adjudicated,3,Data Scientist Reveals the Best Way to Become Rich
484,adjudicated,2,How to choose between software engineering and data science | 5 Key Considerations
485,adjudicated,1,3 Types of Data Science Interview Questions
486,adjudicated,2,Game development is HARD
487,adjudicated,2,How I became a Game Developer with ZERO Coding &amp; Design Experience + Tips
488,adjudicated,2,The mistake every new game developer makes (Developing 2)
489,adjudicated,2,The stuff no one tells you about game development (Developing 7)
490,adjudicated,1,2 Years of Game Development - Chef RPG
491,adjudicated,1,6 Years of Learning Game Development
492,adjudicated,2,Attempting to Learn 3D Game Development in One Week
493,adjudicated,2,3 Years of Unity Game Development!
494,adjudicated,2,How much Money does my Mobile Game Make? (after 4 weeks)
495,adjudicated,1,Machine Learning Basics | What Is Machine Learning? | Introduction To Machine Learning | Simplilearn
496,adjudicated,1,Machine Learning Algorithms | Machine Learning Tutorial | Data Science Algorithms | Simplilearn
497,adjudicated,1,"Stanford CS229: Machine Learning Course, Lecture 1 - Andrew Ng (Autumn 2018)"
498,adjudicated,1,"Gradient descent, how neural networks learn | Chapter 2, Deep learning"
499,adjudicated,1,Live Day 1- Introduction To Machine Learning Algorithms For Data Science
500,adjudicated,4,The most EXPENSIVE thing I own.
